"RAZON SOCIAL","POTENCIAL UNO","NOMBRE COMERCIAL",RUC,CONSIGNATARIO,"POSICION ARANCELARIA","CODIGO COMPLEMENTARIO","CODIGO SUPLEMENTARIO","DESCRIPCION POSICION","DESCRIPCION DEL DESPACHO",MARCA,MODELO,REFRENDO,ITEM,DAU,"FECHA DESPACHO","FECHA EMBARQUE","FECHA LLEGADA","FECHA LIQUIDACION","FECHA PAGO","FECHA SALIDA ALMACEN",REGIMEN,"NUMERO MANIFIESTO",MANIFIESTO,"CODIGO DOCUMENTO TRANSPORTE","DOCUMENTO TRANSPORTE",ADUANA,"PAIS ORIGEN","PAIS PROCEDENCIA","PAIS EMBARQUE","PUERTO EMBARQUE","VIA TRANSPORTE",CONTENEDORES,DEPOSITO,"FOB U$S","FLETE U$S","SEGURO U$S","CIF U$S",FACTURA,"VALOR FACTURA U$S","BASE IMPONIBLE U$S","KGS NETO","KGS BRUTO",UNIDADES,"TIPO UNIDAD","PRECIO UNITARIO U$S","CANTIDAD COMERCIAL","UNIDAD COMERCIAL","PRECIO UNITARIO COMERCIAL U$S","TIPO UNIDAD NOMENCLADOR",ADVAL,MONEDA,EMBARCADOR,INCOTERM,"CODIGO LIBERACION","ESTADO MERCADERIA","CLASE MERCADERIA","PAIS DESTINO","TOTAL FOB U$S","TOTAL FLETE U$S","TOTAL SEGURO U$S","TOTAL CIF U$S","TOTAL KGS NETO","TOTAL KGS BRUTO","TOTAL BASE IMPONIBLE","TOTAL CANTIDAD BULTOS","TOTAL AJUSTES","TOTAL OTROS AJUSTES",CLASE,VERIFICADOR,"AGENTE AFIANZADO",NAVE,"AGENCIA TRANSPORTE","EMPRESA TRANSPORTE",AFORADOR,"FECHA AFORO","TIPO AFORO","ACTIVIDAD PRINCIPAL DEL IMPORTADOR","DIRECCION DEL IMPORTADOR","DIRECCION DEL CONSIGNATARIO",CONSOLIDADORA
"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",,,1790580202001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, PARA USO AGRICOLA",KEYTRADE,"SIN MODELO",02820211000518275,1,,2021-06-26,2021-05-19,2021-07-02,2021-06-26,2021-06-28,2021-07-03,"IMPORTACION A CONSUMO",,CEC202177900120,CEC20217790012000030000,RH2110028A,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","143,098.69","22,268.00",636.87,"166,003.55",,0.00,"166,003.55","400,000.00",0.00,"400,000.00","KILOGRAMO BRUTO",0.36,400.00,TM,357.75,"kg, Kilogramo",0.00,DOL,"KEYTRADE AG",,,NUEVO,,ECUADOR,"601,014.81","93,525.60","2,674.86","697,215.31","1,680,000.00",0.00,"697,215.31",0.00,0.00,0.00,,,"01777833: CORADUANAS",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","AMAZONAS N35-43 Y JUAN PABLO SANZ",,
"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",,,1790580202001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, PARA USO AGRICOLA",KEYTRADE,"SIN MODELO",02820211000518275,2,,2021-06-26,2021-05-19,2021-07-02,2021-06-26,2021-06-28,2021-07-03,"IMPORTACION A CONSUMO",,CEC202177900120,CEC20217790012000030000,RH2110028A,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","457,916.16","71,257.60","2,037.99","531,211.75",,0.00,"531,211.75","1,280,000.00",0.00,"1,280,000.00","KILOGRAMO BRUTO",0.36,"1,280.00",TM,357.75,"kg, Kilogramo",0.00,DOL,"KEYTRADE AG",,,NUEVO,,ECUADOR,,,,,,,,,,,,,"01777833: CORADUANAS",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","AMAZONAS N35-43 Y JUAN PABLO SANZ",,
"SOLVESA ECUADOR S.A",,,0990839557001,"SOLVESA ECUADOR S.A",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, UREA",S/N,SMODELO,02820211000520675,1,,2021-06-28,2021-05-10,2021-06-25,2021-06-28,2021-06-28,2021-07-05,"IMPORTACION A CONSUMO",,CEC2021MAEU0291,CEC2021MAEU029100210000,208790492,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","198,234.00","12,157.00",210.39,"210,601.39",,0.00,"210,601.39","522,000.00",0.00,"522,000.00","KILOGRAMO BRUTO",0.38,"522,000.00",KG,0.38,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING",,,NUEVO,,ECUADOR,"198,234.00","12,157.00",210.39,"210,601.39","522,000.00",0.00,"210,601.39",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN","SAFMARINE NOKWANDA","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULADA, USO AGRICOLA",KEYTRADE,"SIN MODELO",02820211000544380,1,,2021-07-02,2021-05-19,2021-07-04,2021-07-02,2021-07-02,2021-07-20,"IMPORTACION A CONSUMO",,CEC202177900124,CEC20217790012400010000,CJSC0503,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"05777780-ECUABULK S.A.","820,198.50","122,474.00","1,319.74","943,992.25",,0.00,"943,992.25","2,200,000.00",0.00,"2,200,000.00","KILOGRAMO BRUTO",0.37,"2,200,000.00",KG,0.37,"kg, Kilogramo",0.00,DOL,"KEYTRADE AG",,,NUEVO,,ECUADOR,"820,198.50","122,474.00","1,319.74","943,992.25","2,200,000.00",0.00,"943,992.25",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, AL GRANEL",KEYTRADE,"SIN MODELO",02820211000544560,1,,2021-07-02,2021-05-19,2021-07-04,2021-07-02,2021-07-02,2021-07-20,"IMPORTACION A CONSUMO",,CEC202177900124,CEC20217790012400020000,RH2110031A,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"05777780-ECUABULK S.A.","761,809.50","119,690.50","1,234.10","882,734.12",,0.00,"882,734.12","2,150,000.00",0.00,"2,150,000.00","KILOGRAMO BRUTO",0.35,"2,150,000.00",KG,0.35,"kg, Kilogramo",0.00,DOL,"KEYTRADE AG",,,NUEVO,,ECUADOR,"761,809.50","119,690.50","1,234.10","882,734.12","2,150,000.00",0.00,"882,734.12",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"AGRIPAC S.A.",,,0990006687001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, NINGUNA",S/MARCA,"SIN MODELO",02820211000576060,1,,2021-07-12,2021-05-19,2021-07-05,2021-07-12,2021-07-12,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177900121,CEC20217790012100010000,CJSC0501,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"28000028-DESCARGA DIRECTA Y LUGARES NO HABILITADOS","597,217.44","97,978.64",505.92,"695,702.00",,0.00,"695,702.00","1,759,990.00",0.00,"1,759,990.00","KILOGRAMO BRUTO",0.34,"1,759.99",TM,339.33,"kg, Kilogramo",0.00,DOL,KEYTRADE,,,NUEVO,,ECUADOR,"597,217.44","97,978.64",505.92,"695,702.00","1,759,990.00",0.00,"695,702.00",0.00,0.00,0.00,,,"01777805: ROBLES MEDRANO ANDREA ESTEFANIA",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
"AGRIPAC S.A.",,,0990006687001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, NINGUNA",S/MARCA,"SIN MODELO",02820211000576091,1,,2021-07-12,2021-05-19,2021-07-05,2021-07-12,2021-07-13,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177900121,CEC20217790012100020000,CJSC0504,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"28000028-DESCARGA DIRECTA Y LUGARES NO HABILITADOS","1,143,298.88","179,627.61",959.26,"1,323,885.75",,0.00,"1,323,885.75","3,226,650.00",0.00,"3,226,650.00","KILOGRAMO BRUTO",0.35,"3,226.65",TM,354.33,"kg, Kilogramo",0.00,DOL,KEYTRADE,,,NUEVO,,ECUADOR,"1,143,298.88","179,627.61",959.26,"1,323,885.75","3,226,650.00",0.00,"1,323,885.75",0.00,0.00,0.00,,,"01777805: ROBLES MEDRANO ANDREA ESTEFANIA",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
"AGRIPAC S.A.",,,0990006687001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILLED, NINGUNA",SM,"SIN MODELO,,",02820211000576161,1,,2021-07-12,2021-05-19,2021-07-05,2021-07-12,2021-07-13,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177900121,CEC20217790012100030000,RH2110029A,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"28000028-DESCARGA DIRECTA Y LUGARES NO HABILITADOS","1,142,864.62","182,129.42",947.56,"1,325,941.50",,0.00,"1,325,941.50","3,271,590.00",0.00,"3,271,590.00","KILOGRAMO BRUTO",0.35,"3,271.59",TM,349.33,"kg, Kilogramo",0.00,DOL,KEYTRADE,,,NUEVO,,ECUADOR,"1,142,864.62","182,129.42",947.56,"1,325,941.50","3,271,590.00",0.00,"1,325,941.50",0.00,0.00,0.00,,,"01777805: ROBLES MEDRANO ANDREA ESTEFANIA",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
"AGRIPAC S.A.",,,0990006687001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILLED, NINGUNA",SM,"SIN MODELO,",02820211000576168,1,,2021-07-12,2021-05-19,2021-07-05,2021-07-12,2021-07-13,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177900121,CEC20217790012100040000,RH2110030A,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNZHE-ZHENJIANG,MARITIMO,0.00,"28000028-DESCARGA DIRECTA Y LUGARES NO HABILITADOS","1,061,074.75","182,129.42",887.99,"1,244,092.25",,0.00,"1,244,092.25","3,271,590.00",0.00,"3,271,590.00","KILOGRAMO BRUTO",0.32,"3,271.59",TM,324.33,"kg, Kilogramo",0.00,DOL,KEYTRADE,,,NUEVO,,ECUADOR,"1,061,074.75","182,129.42",887.99,"1,244,092.25","3,271,590.00",0.00,"1,244,092.25",0.00,0.00,0.00,,,"01777805: ROBLES MEDRANO ANDREA ESTEFANIA",IOLAOS,"ANDINAVE S.A.",,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
"SOLVESA ECUADOR S.A",,,0990839557001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, UREA PRILADA",S/N,S/N,02820211000576652,1,,2021-07-12,2021-05-25,2021-07-11,2021-07-12,2021-07-13,2021-07-21,"IMPORTACION A CONSUMO",,CEC2021MAEU0329,CEC2021MAEU032900020000,912151778,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","194,123.00","11,483.00",205.61,"205,811.61",,0.00,"205,811.61","493,000.00",0.00,"493,000.00","KILOGRAMO BRUTO",0.39,"493,000.00",KG,0.39,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING",,,NUEVO,,ECUADOR,"194,123.00","11,483.00",205.61,"205,811.61","493,000.00",0.00,"205,811.61",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN","MAERSK BATUR","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
"SOLVESA ECUADOR S.A",,,0990839557001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, UREA PRILADA",SMARCA,SMODELO,02820211000585441,1,,2021-07-14,2021-05-17,2021-08-03,2021-07-14,2021-07-15,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177870119,CEC20217787011900420000,TJGUA050,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNTSN-TIANJIN,MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","146,000.00","26,000.00",172.00,"172,172.00",,0.00,"172,172.00","400,000.00",0.00,"400,000.00","KILOGRAMO BRUTO",0.37,"400,000.00",KG,0.37,"kg, Kilogramo",0.00,DOL,"XING HUA INTERNATIONAL CO LIMITED",,,NUEVO,,ECUADOR,"146,000.00","26,000.00",172.00,"172,172.00","400,000.00",0.00,"172,172.00",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN","HUAYANG ROSE","REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR",02777787,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, USO AGRICOLA",PHOSAGRO,"SIN MODELO",02820211000639164,1,,2021-07-29,2021-06-15,2021-07-30,2021-07-29,2021-07-30,2021-08-04,"IMPORTACION A CONSUMO",,CEC2021MAEU0353,CEC2021MAEU035301190000,912415753,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","361,970.00","23,615.00",539.82,"386,124.81",,0.00,"386,124.81","1,008,000.00",0.00,"1,011,150.00","KILOGRAMO BRUTO",0.36,"1,008,000.00",KG,0.36,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"361,970.00","23,615.00",539.82,"386,124.81","1,008,000.00",0.00,"386,124.81",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","LUNA MAERSK","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FITO SANITARIO FITOSAN S.A.",,,0992945958001,"FITO SANITARIO FITOSAN S.A.",3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULAR, GRANULAR","SIN MARCA","SIN MODELO",02820211000646584,1,,2021-07-31,2021-05-18,2021-08-03,2021-07-31,2021-08-02,0000-00-00,"IMPORTACION A CONSUMO",,CEC202177870119,CEC20217787011900686284,TJGUA077,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,CNTSN-TIANJIN,MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","122,814.50","17,285.50",274.60,"140,374.59",,0.00,"140,374.59","300,000.00",0.00,"301,500.00","KILOGRAMO BRUTO",0.41,"6,000.00",SAC,20.47,"kg, Kilogramo",0.00,DOL,"CROWN CHAMPION INTERNATIONAL PTE LTD",,,NUEVO,,ECUADOR,"122,814.50","17,285.50",274.60,"140,374.59","300,000.00",0.00,"140,374.59",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN","HUAYANG ROSE","REMAR REPRESENTACIONES MARITIMAS DEL ECUADOR SA REMAR",02777787,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","VIA DURAN TAMBO- KM 4.5 C.C.SAI BABA",,
"FERTISA AGIF C.L.",,,0993208086001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, 1764 BIG BAGS","SIN MARCA","SIN MODELO",02820211000665168,1,,2021-08-05,2021-06-21,2021-08-08,2021-08-05,2021-08-06,2021-08-24,"IMPORTACION A CONSUMO",,CEC2021MAEU0370,CEC2021MAEU037000190000,912415763,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","524,398.00","33,051.00","1,004.98","558,453.94",,0.00,"558,453.94","1,411,200.00",0.00,"1,415,610.00","KILOGRAMO BRUTO",0.37,"1,411.20",TM,371.60,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"524,398.00","33,051.00","1,004.98","558,453.94","1,411,200.00",0.00,"558,453.94",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","SAFMARINE BENGUELA","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, USO AGRICOLA",PHOSAGRO,"SIN MODELO",02820211000670573,1,,2021-08-07,2021-06-21,2021-08-08,2021-08-07,2021-08-10,2021-08-25,"IMPORTACION A CONSUMO",,CEC2021MAEU0370,CEC2021MAEU037000180000,912407314,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","424,022.00","27,659.00",632.35,"452,313.34",,0.00,"452,313.34","1,180,800.00",0.00,"1,184,490.00","KILOGRAMO BRUTO",0.36,"1,180,800.00",KG,0.36,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"424,022.00","27,659.00",632.35,"452,313.34","1,180,800.00",0.00,"452,313.34",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","SAFMARINE BENGUELA","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERTISA AGIF C.L.",,,0993208086001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, PRILLED UREA IN BULK","SIN MARCA","SIN MODELO",02820211000681876,1,,2021-08-11,2021-07-04,2021-08-15,2021-08-11,2021-08-12,2021-08-26,"IMPORTACION A CONSUMO",,CEC202177890062,CEC20217789006200040000,4,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION",FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.00,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","4,554,170.00","800,000.00","6,220.00","5,360,390.00",,0.00,"5,360,390.00","10,052,690.00",0.00,"10,052,690.00","KILOGRAMO BRUTO",0.45,"10,052.69",TM,453.03,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"4,554,170.00","800,000.00","6,220.00","5,360,390.00","10,052,690.00",0.00,"5,360,390.00",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.",WOODY,"HANSAMARITIME S.A.",02777789,,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERTISA AGIF C.L.",,,0993208086001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, 936 BIG BAGS","SIN MARCA","SIN MODELO",02820211000688033,1,,2021-08-13,2021-06-27,2021-08-15,2021-08-13,2021-08-17,2021-08-31,"IMPORTACION A CONSUMO",,CEC2021MAEU0376,CEC2021MAEU037600210000,912415768,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","278,251.97","17,549.00",553.76,"296,354.75",,0.00,"296,354.75","748,800.00",0.00,"751,140.00","KILOGRAMO BRUTO",0.37,748.80,TM,371.60,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"278,251.97","17,549.00",553.76,"296,354.75","748,800.00",0.00,"296,354.75",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","MAERSK BUTON","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.",,,0190335275001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA FERTILIZANTE, GRANULAR UREA","SIN MARCA","SIN MODELO",02820211000689391,1,,2021-08-13,2021-06-27,2021-08-15,2021-08-13,2021-08-16,2021-08-19,"IMPORTACION A CONSUMO",,CEC2021MAEU0376,CEC2021MAEU037600180000,912407193,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","208,129.00","12,806.00",670.42,"221,605.42",,0.00,"221,605.42","550,000.00",0.00,"551,384.00","KILOGRAMO BRUTO",0.38,550.00,TM,378.42,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"208,129.00","12,806.00",670.42,"221,605.42","550,000.00",0.00,"221,605.42",0.00,0.00,0.00,,,"01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.","MAERSK BUTON","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO","JUAN VIVES S N Y AV 1 DE MAYO",,
"FERMAGRI S.A.",,,1791401344001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, NO APLICA",SN,"SIN MODELO",02820211000693808,1,,2021-08-16,2021-07-11,2021-08-15,2021-08-16,2021-08-16,2021-08-27,"IMPORTACION A CONSUMO",,CEC2021MAEU0376,CEC2021MAEU037600390000,912554046,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","468,827.00","39,505.00","1,201.08","509,533.09",,0.00,"509,533.09","1,073,000.00",0.00,"1,073,000.00","KILOGRAMO BRUTO",0.44,"1,073.00",TM,436.93,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"468,827.00","39,505.00","1,201.08","509,533.09","1,073,000.00",0.00,"509,533.09",0.00,0.00,0.00,,,"01900118: ALBARRACIN BOSCH RAMON GONZALO","MAERSK BUTON","MAERSK DEL ECUADOR C.A.",02907986,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS",,
